"fsym_id","ShortInterestDateCurrent","ShortInterestDateOneMonthAgo","ShortInterestDateTwoMonthsAgo","ShortInterestDateThreeMonthsAgo","ShortInterestDateFourMonthsAgo","ShortInterestDateFiveMonthsAgo","ShortInterestDateSixMonthsAgo","ShortInterestDateSevenMonthsAgo","ShortInterestDateEightMonthsAgo","ShortInterestDateNineMonthsAgo","ShortInterestDateTenMonthsAgo","ShortInterestDateElevenMonthsAgo","ShortInterestShsCurrent","ShortInterestShsOneMonthAgo","ShortInterestShsTwoMonthsAgo","ShortInterestShsThreeMonthsAgo","ShortInterestShsFourMonthsAgo","ShortInterestShsFiveMonthsAgo","ShortInterestShsSixMonthsAgo","ShortInterestShsSevenMonthsAgo","ShortInterestShsEightMonthsAgo","ShortInterestShsNineMonthsAgo","ShortInterestShsTenMonthsAgo","ShortInterestShsElevenMonthsAgo","ShortInterestRatioCurrent","ShortInterestRatioOneMonthAgo","ShortInterestRatioTwoMonthsAgo","ShortInterestRatioThreeMonthsAgo","ShortInterestRatioFourMonthsAgo","ShortInterestRatioFiveMonthsAgo","ShortInterestRatioSixMonthsAgo","ShortInterestRatioSevenMonthsAgo","ShortInterestRatioEightMonthsAgo","ShortInterestRatioNineMonthsAgo","ShortInterestRatioTenMonthsAgo","ShortInterestRatioElevenMonthsAgo","ShortInterestAsPercentOfFloat"
"TL42PN-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3,3,3,3,3,503,503,516,516,516,516,516,.0909091,.5," ",3,.107143,15.7188,2.06148," ",12.5854," "," "," "," "
"G3XL8M-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",54,54,54,2961,940,1370,1370,184,699,597,779,183,9,18,.0776978,.817053,3.96624,171.25,.818399,1.58621,18.8919,2.32296,2.54575,2.10345," "
"CZBT5T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1190903,986257,778038,799129,771115,1836841,1638541,1746159,1786410,1833651,1954205,1896776,2.77186,7.12521,3.12201,2.68839,.546101,7.02041,6.23057,10.2225,9.21124,9.08513,9.45357,9.14127,3.65575536897235
"T9SB5T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",278,273,136,0,2000,0,0,1070,707,367,1975,691,.0128289,.0127537,.00538093,0,.0537999," ",0,.0229412,.0157309,.0127005,.0686195,.0231437,0
"CTY9ZV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6757,7100,0,0,10789,185000,0,0,0,0,0,0,.00907005,.0127745," ",0,.132365,2.77304," "," "," "," "," "," ",0
"N2DMST-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",722871,722671,712374,420891,76942,122305,95465,128434,124879,137602,160259,165896,1.60842,1.12815,1.4516,1.24601,.324807,.594701,.408963,.683311,.553176,.58362,.476151,.501352,0
"L8PJGM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11578130,14094941,14406386,15672522,16445260,17277587,19453410,18441499,17678529,17566222,17764405,17551194,2.37571,9.73506,10.9065,9.75458,6.30815,5.67791,5.61844,16.9155,12.3609,11.4758,6.97312,4.33282," "
"CQHQKP-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",100,0,0,100,300,400,100,500,0,200,400,100,.0965297," ",0,.0915713,.285748,.583793,.195362,.942314,0,.290986,.363039,.0953107,0
"JDV16T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",20276321,20204681,19356833,20224740,20724398,21260974,21168471,21088919,21074311,21255800,21418440,22017359,52.0091,60.1876,50.3609,41.324,48.44,47.5436,42.8479,43.361,59.4561,51.4986,50.5006,58.031,0
"KHX8Q2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2925422,4078815,4474652,4071341,4143450,4617523,4195223,4164319,3978233,4574862,5103849,5377091,3.85521,6.47222,4.10342,5.52786,4.09108,5.40675,3.52722,5.49196,3.1741,4.63254,5.85038,5.946,2.15079837293996
"WHXHL1-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",600,300,16350,2350,800,11768,56461,523956,0,9500,500,0,.0134952,.005384,.290144,.0341785,.00351394,.0440448,.483099,7.54937,0,.353602,.0135858,0,0
"D9PTF2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",39400,28300,32650,37612,30463,70294,30817,30087,92202,80100,38200,39302,2.63506,1.95754,1.78664,.917136,.189987,.430587,1.76313,1.92161,3.79953,2.40058,.908357,1.1093,0
"MDV97P-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",45200,63130,56143,47341,55926,72290,55905,1800,8217,1087,829,2262,.732763,1.01437,1.33026,.780813,.748864,.960852,.952274,.0153792,.0722925,.0275747,.022511,.0549125,0
"M59L0W-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",254913,263341,262465,249903,257842,206615,278765,226464,109586,166162,191375,10493,21.3245,14.184,9.93095,14.3688,5.09378,4.97855,3.87691,3.84326,2.18047,3.39065,1.29042,.105546,3.36144992024711
"G7ZNW2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",500,500,0,0,0,0,0,0,300,100,1100,0,.0036458,.00250052," "," "," "," "," ",0,.00114751,.000309584,.00366801," ",0
"VHYGL2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",127500,72000,0,0,0,0,0,0,0,0,0,0,2.57784,.549618," "," "," "," "," "," "," "," "," "," ",0
"WP4077-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5536711,5260157,5598425,5088399,5253122,3968805,3805220,3547048,3286936,3101436,3059597,3141468,22.019,13.5476,28.0425,21.9323,8.36726,13.7116,7.1316,5.33841,8.11115,7.38022,4.15672,20.8025,19.8590204956722
"RGZBL5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",300,3000,0,0,200,0,0,0,0,0,0,0,.0195672,.220251," ",0,.00493401," "," "," "," "," "," "," ",0
"WNJBHL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6240333,6641972,6267606,6276156,6531073,6465521,5859228,5756232,5630553,5753372,5542300,5516747,22.5995,10.9293,20.814,24.743,14.2183,20.5147,16.9324,13.4129,21.09,13.2893,12.1308,8.09783,7.8688672309596
"S1NK9T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",10977,8430,19781,8594,10896,31098,29638,16812,11911,6577,19955,40138,.0710692,.168833,.498174,.146698,.258309,.380599,.716361,.384732,.30655,.202382,.347624,.921103," "
"JWQYTY-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",89119,11993,14403,12548,9337,15432,16056,14491,4877,14604,11905,9584,.661056,.297527,.719502,.33489,.359295,.29382,.475719,.542999,.226996,.813639,.422418,.28495," "
"FSQFYK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",75156,662,5665,5832,3999,11994,15129,9683,6445,3362,2701,36811,.722147,.0305379,.40528,.314123,.172945,.308885,.590746,.374352,.246982,.194944,.0843351,1.03092," "
"BGK971-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9098,3054,4772,2496,9599,10534,16085,30861,14825,12258,7878,11645,.175987,.128072,.316614,.217025,.488126,.575912,.810818,1.26568,.624605,.817909,.442634,.508537," "
"TTG7KG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",15887,54620,18757,20730,12954,34363,27433,16504,19584,13934,10133,13906,.076982,1.1422,.506385,.432434,.25246,.394374,.397108,.352944,.426788,.272516,.138236,.161952," "
"QTDDK4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",18479,7856,13985,24550,47212,47639,37630,32745,24881,29266,31816,53572,.0834658,.139585,.261343,.520966,.85915,.445108,1.0991,.787215,.725246,.752049,.602998,1.03579," "
"BZTB0K-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6500,500,15700,284189,123800,13794,63402,4800,10397,7888,125800,1227,.0389474,.00229793,.100735,2.39857,.938696,.100031,.320304,.0186107,.0292105,.0329122,1.04382,.0126561,0
"G6KS0R-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2982335,2097838,1506508,1675237,2616801,2645162,2409157,1754898,1486969,2533348,2257608,1786529,2.82801,1.46993,.75116,1.31304,1.68258,1.62011,1.75869,.85544,.465904,1.13794,.986798,.798653,1.40591928868739
"LHP2V6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",580970,609874,627454,617038,643871,566920,579393,1060475,1089072,1113706,1136157,1107117,5.69578,8.4253,8.55238,3.57155,3.11341,8.23976,4.88816,18.1182,17.7145,12.9413,10.1563,10.8705,1.63172869011678
"G7NC7F-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",717,543,136,3734,1588,978,855,50,1260,830,791,1132,.532689,.4645,.0280876,3.00886,1.13754,.998979,.684,.0206782,.282258,.879237,.408786,.400424," "
"W0NV7L-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1964531,1810533,11004052,8289658,7524740,5094901,4650369,4507080,3524531,2985199,2578300,2202804,1.69642,2.99614,22.5429,16.4895,9.60741,6.74993,7.22927,7.25534,6.38817,3.48845,2.72537,2.69382,0
"SD6YKX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5000,30000,0,0,0,0,0,0,0,0,0,0,.130662,.419513," "," "," "," "," "," "," "," "," "," ",0
"J7GK73-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",50025,56930,68327,76724,147358,523518,505130,560454,600317,701162,1424301,0,1.86584,1.94672,2.61209,1.50658,1.11069,7.12289,8.63529,7.00314,6.87601,3.22379,7.19311," ",.611391647161817
"RJ0FT9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5924507,5835578,6123824,6178457,6755277,6929929,6598354,6780671,6546871,6252775,7220870,6594171,7.02648,5.70923,5.66627,8.34351,6.26442,5.3231,3.60502,7.95731,8.92238,7.57259,10.065,9.79449,10.8874816987796
"SQXRJF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",28197,28197,28197,29077,28997,36668,36613,36736,36366,36678,37601,34926,4.53547,1.85105,12.988,3.39605,2.69714,125.575,65.6147,34.9534,49.6803,7.98215,24.0878,24.2373,1.52629319747518
"WSVCMW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5777483,4484375,4355932,3924150,3859243,3674782,3086564,3164630,3383219,3564467,3147071,3274451,6.74056,8.3461,8.60008,8.91275,4.69755,6.15318,7.95997,6.76706,7.56324,5.94403,4.6185,7.65622,7.36033326820805
"T0JL9Q-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",39815499,38262150,38882624,35917570,39078307,44928763,47709323,53735101,54707862,54996135,57466368,54899593,7.87456,7.24919,6.58228,7.81053,5.68776,4.11413,5.33968,8.8291,7.05924,8.25021,8.31267,6.55042,16.1863435350074
"J4TRBG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",76688,95029,107093,103921,124581,242726,288253,335153,331294,301008,211710,132873,5.08811,4.91818,7.1144,8.2177,1.83485,15.0444,6.78003,6.21287,12.5054,9.97045,6.26157,4.19953,1.59782744805363
"F1DNTM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2110298,2144547,2228500,2124196,2087732,2624997,2355683,1880883,1754601,1851175,2163359,2596466,4.31193,3.17099,2.42026,2.80906,2.4138,4.15147,2.26703,3.16582,1.93741,2.26079,2.2769,3.19317,1.61190601058269
"GGPHRM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7990912,8935995,9183357,9345101,8679448,7925208,7537517,6681405,6698932,6321529,6084615,6286630,12.9106,9.60063,11.8653,16.4954,9.6824,11.8204,8.46762,6.60025,6.9879,8.68772,5.55582,6.49076,15.9254904441421
"DXS81R-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",261,271,270,218,263,272,88,119,187,267,312,297,.48785,.359416,.011378,.0880097,.0323573,1.30769,.00792507,.0174923,.0354301,.739612,.0473588,.200947,.0152399325939533
"X8KZHD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1809078,1789939,2177708,3966177,4093191,4154965,3414472,3694959,3897967,3470251,3092706,4300293,3.70207,2.6722,1.74804,5.5442,4.21703,4.47176,4.0349,3.15103,5.4261,3.99443,3.92324,5.54363,1.40795382720725
"MMN39J-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4134911,4670618,4278679,4537154,4713843,5013908,4756337,5009732,4111463,3981026,3422506,4344836,3.24673,3.59148,2.02023,3.31473,2.19926,2.68506,3.10928,2.27042,1.87735,2.24422,1.72705,2.39875,1.45216710068257
"H96695-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",25700,40700,25700,25800,26700,25700,34600,25700,25700,25700,25700,27200,1.16633,2.01415,1.67577,1.9355,2.70367,1.88651,2.64444,1.49988,1.30472,1.16213,.869278,.812157,0
"DMJ7J8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",8000,4300,0,2396,1233,2005,6177,935,40459,106781,11274,28554,1.34435,3.64057,0,.726525,.20004,.169101,.587738,.0785096,6.12314,25.2411,1.67713,3.61467," "
"SZCJQ1-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",161268,1864,1670,6582,5646,14466,19661,13662,1940,1940,1940,1940,13.9628,.276255,.392213,1.21203,.893637,2.26414,3.34907,2.58421,.348178,.636752,.265315,.159915," "
"B71G9P-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1577,1765,1118,3260,481,3101,1372,22798,4351,3866,740,492,2.19028,1.85789,2.236,9.128,.354421,1.30741,.621283,7.99049,1.41496,5.66862,.711538,.407876," "
"XQ8XLV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11636,12683,9085,18488,12767,10098,7397,24481,27272,29822,1852,43729,2.74748,3.39708,4.16713,10.1376,5.85631,3.71442,1.37978,4.98136,5.08377,4.07232,.0628787,1.05786," "
"FV6S6Y-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",95736,100897,61121,126400,97076,45909,28959,77746,10377,145862,95634,158341,6.91213,6.38947,3.51006,7.00612,5.75365,2.93582,2.02006,6.18417,.696696,9.15304,5.98513,7.13617," "
"CDCSGQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7007,8339,3722,19647,89700,15440,2184,1890,961,830,24332,14824,.826224,2.32122,.502219,2.32647,3.7683,.655394,.163664,.164125,.181688,.79123,3.6285,2.20622," "
"SD6CMJ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9623,0,0,0,0,0,1800,2300,0,5800,6200,2400,5.50445," "," "," "," ",0,2.1343,2.02532,0,2.21959,2.61333,.921698," "
"SPXSVR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",700,700,700,1500,100,0,0,0,0,0,1600,1900,.746667,.807941,.51395,.973921,.375," "," "," "," ",0,2.14272,2.41292," "
"N9171X-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",29651,61059,33210,31967,14694,13952,9400,27160,9813,169842,15874,21023,6.31778,13.5671,8.19329,5.61994,1.76796,2.03848,1.28131,3.27294,1.0377,15.7712,1.58122,1.90905," "
"DLXDLL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",18900,15700,14720,14734,14600,14400,14400,14400,17560,7419,20127,13542,3.46699,1.97302,1.84238,2.98966,2.16581,2.33516,2.5105,3.11059,4.15139,1.13769,2.9021,2.0356," "
"T92YY8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",22627,21656,20311,14011,14304,10274,9989,9912,9937,35125,9842,59345,21.5393,26.8852,13.1039,5.52116,8.2855,9.62135,6.95742,5.24278,5.30714,25.8384,9.52298,45.7492," "
"FS7QRM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",12798,53175,41400,41500,29362,69020,16172,35819,70567,69549,38789,76853,5.30042,21.2691,19.2156,11.8987,6.85355,16.8351,3.85167,8.71843,28.0969,25.9305,8.24848,19.7351," "
"FSVKP9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4989,3900,3900,14863,3935,3963,3936,22078,44453,46586,40284,24573,1.41849,1.04903,1.91658,5.41215,1.52667,1.90088,.720536,4.16982,24.4268,22.1832,17.7997,5.7638," "
"H251LT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3489,75039,0,532,1728,404,838,328,703,68777,800,1896,1.56896,30.6363,0,.060977,.260639,.077208,.246063,.104242,.156654,11.4568,.17493,.587401," "
"WC6WJ1-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1793,1009,1120,755,705,817,667,725,597,570,452,839,1.75269,2.63217,3.95294,.626556,.608598,.671783,.87144,1.75262,1.4351,1.03288,.471447,1.17837," "
"GFCY9G-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3311,600,600,1194,0,0,500,10200,200,200,35401,24587,.747505,.132834,.17562,.267369," ",0,.230143,4.53535,.123656,.111355,17.8805,10.0656," "
"PGCK6Y-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",21873,23492,24425,24029,50335,24095,65157,29346,26214,22575,17916,2330,15.1404,18.3361,12.2399,8.74678,19.2648,11.1999,31.3399,9.83502,8.48961,6.85174,4.09845,.442957," "
"PS2ZG5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2900,3632,3753,626,1537,506,917,18478,23258,307,180,47490,1.38359,2.33226,2.58682,.442229,.76689,.393877,.38043,7.44314,9.7656,.188556,.147541,73.5645," "
"N0LH6M-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",14200,15849,15354,17630,17721,18635,19318,23349,23641,36811,22421,769,12.8907,20.9524,17.019,20.3978,6.31315,6.44364,7.64691,10.8929,12.7755,33.7772,13.5577,.433658," "
"BT6MD6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,200,400,100,100,1031,30531,16631,4031,100,0,100,0,.245614,.16055,.0485437,.0995025,.572778,15.949,13.2294,4.87601,.077101,0,.111111," "
"F6PDLS-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3729,2837,3063,3070,3068,2018,4226,2365,2479,3396,3035,24544,22.7996,17.643,11.1382,8.60748,9.15821,4.036,2.09519,1.47059,5.89396,3.74559,3.21602,36.3131," "
"JQPD2W-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",512,572,572,542,555,505,500,495,521,599,594,724,.975238,3.12,1.27584,.51866," "," ",2.5,2.30233,2.74211,1.95752,1.88771,3.86477," "
"GH479W-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",22800,20100,19800,30800,5100,18500,8900,0,0,0,0,0,10.5045,11.9928,4.49254,8.77149,2.2853,6.7643,2.56854," "," "," "," ",0," "
"LL9CWH-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",21000,18900,18900,29300,4700,18000,28500,0,0,37700,0,900,20.8146,15.0698,13.4172,16.9865,1.96769,9.32546,11.6912," ",0,12.3839,0,.577717," "
"C5LCJM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",48924,19200,19200,29600,4800,18500,20700,0,0,0,400,300,30.0682,17.8256,17.75,35.7256,2.28117,6.97035,9.52337," "," ",0,.151995,.216096," "
"CHK3WW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",19975,19700,19600,196506,4900,19000,9400,100,100,200,400,0,6.71617,9.09697,15.68,116.621,2.87154,15.1745,16.2174,.176471,.198334,.281657,.594595,0," "
"D2Q8ZD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",41661,19918,19950,30972,5287,19466,18922,349,429,307,409,391,34.167,20.3038,17.5797,38.5498,9.31904,3.25968,3.68032,.513235,.263144,.175974,.177913,.174739," "
"QKR2YF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4600,3800,1300,0,7300,200,1500,1863,0,0,0,0,7.53718,6.12311,.575699,0,5.88766,.29473,2.08696,6.21," "," "," "," "," "
"PZKXVX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,120302,0,0,0,0,0,300,0,0,0,0,0,262.88," "," "," "," ",0,.230769," "," "," "," "," "
